"ICD.Chapter";"State";"Year";"Deaths";"Population";"Crude.Rate"
"Certain conditions originating in the perinatal period";"Oklahoma";2001;154;3467100;44
"Certain conditions originating in the perinatal period";"Oklahoma";2002;168;3489080;48
"Certain conditions originating in the perinatal period";"Oklahoma";2003;147;3504892;42
"Certain conditions originating in the perinatal period";"Oklahoma";2004;166;3525233;47
"Certain conditions originating in the perinatal period";"Oklahoma";2005;185;3548597;52
"Certain conditions originating in the perinatal period";"Oklahoma";2006;174;3594090;48
"Certain conditions originating in the perinatal period";"Oklahoma";2007;196;3634349;54
"Certain conditions originating in the perinatal period";"Oklahoma";2008;175;3668976;48
"Certain conditions originating in the perinatal period";"Oklahoma";2009;174;3717572;47
"Certain conditions originating in the perinatal period";"Oklahoma";2010;144;3751351;38
"Certain conditions originating in the perinatal period";"Oklahoma";2011;139;3791508;37
"Certain conditions originating in the perinatal period";"Oklahoma";2012;191;3814820;50
"Certain conditions originating in the perinatal period";"Oklahoma";2013;150;3850568;39
"Certain conditions originating in the perinatal period";"Oklahoma";2014;208;3878051;54
"Certain conditions originating in the perinatal period";"Oklahoma";2015;176;3911338;45
"Certain conditions originating in the perinatal period";"Oregon";1999;121;3393941;36
"Certain conditions originating in the perinatal period";"Oregon";2000;104;3421399;30
"Certain conditions originating in the perinatal period";"Oregon";2001;110;3467937;32
"Certain conditions originating in the perinatal period";"Oregon";2002;118;3513424;34
"Certain conditions originating in the perinatal period";"Oregon";2003;114;3547376;32
"Certain conditions originating in the perinatal period";"Oregon";2004;107;3569463;30
"Certain conditions originating in the perinatal period";"Oregon";2005;136;3613202;38
"Certain conditions originating in the perinatal period";"Oregon";2006;120;3670883;33
"Certain conditions originating in the perinatal period";"Oregon";2007;139;3722417;37
"Certain conditions originating in the perinatal period";"Oregon";2008;119;3768748;32
"Certain conditions originating in the perinatal period";"Oregon";2009;111;3808600;29
"Certain conditions originating in the perinatal period";"Oregon";2010;106;3831074;28
"Certain conditions originating in the perinatal period";"Oregon";2011;108;3871859;28
"Certain conditions originating in the perinatal period";"Oregon";2012;113;3899353;29
"Certain conditions originating in the perinatal period";"Oregon";2013;125;3930065;32
"Certain conditions originating in the perinatal period";"Oregon";2014;129;3970239;32
"Certain conditions originating in the perinatal period";"Oregon";2015;114;4028977;28
"Certain conditions originating in the perinatal period";"Pennsylvania";1999;586;12263805;48
"Certain conditions originating in the perinatal period";"Pennsylvania";2000;562;12281054;46
"Certain conditions originating in the perinatal period";"Pennsylvania";2001;558;12298970;45
"Certain conditions originating in the perinatal period";"Pennsylvania";2002;650;12331031;53
"Certain conditions originating in the perinatal period";"Pennsylvania";2003;641;12374658;52
"Certain conditions originating in the perinatal period";"Pennsylvania";2004;581;12410722;47
"Certain conditions originating in the perinatal period";"Pennsylvania";2005;602;12449990;48
"Certain conditions originating in the perinatal period";"Pennsylvania";2006;646;12510809;52
"Certain conditions originating in the perinatal period";"Pennsylvania";2007;632;12563937;50
"Certain conditions originating in the perinatal period";"Pennsylvania";2008;620;12612285;49
"Certain conditions originating in the perinatal period";"Pennsylvania";2009;576;12666858;45
"Certain conditions originating in the perinatal period";"Pennsylvania";2010;564;12702379;44
"Certain conditions originating in the perinatal period";"Pennsylvania";2011;502;12742886;39
"Certain conditions originating in the perinatal period";"Pennsylvania";2012;562;12763536;44
"Certain conditions originating in the perinatal period";"Pennsylvania";2013;532;12773801;42
"Certain conditions originating in the perinatal period";"Pennsylvania";2014;472;12787209;37
"Certain conditions originating in the perinatal period";"Pennsylvania";2015;472;12802503;37
"Certain conditions originating in the perinatal period";"Rhode Island";1999;41;1040402;39
"Certain conditions originating in the perinatal period";"Rhode Island";2000;54;1048319;52
"Certain conditions originating in the perinatal period";"Rhode Island";2001;57;1057142;54
"Certain conditions originating in the perinatal period";"Rhode Island";2002;49;1065995;46
"Certain conditions originating in the perinatal period";"Rhode Island";2003;57;1071342;53
"Certain conditions originating in the perinatal period";"Rhode Island";2004;40;1074579;37
"Certain conditions originating in the perinatal period";"Rhode Island";2005;50;1067916;47
"Certain conditions originating in the perinatal period";"Rhode Island";2006;50;1063096;47
"Certain conditions originating in the perinatal period";"Rhode Island";2007;56;1057315;53
"Certain conditions originating in the perinatal period";"Rhode Island";2008;47;1055003;45
"Certain conditions originating in the perinatal period";"Rhode Island";2009;42;1053646;40
"Certain conditions originating in the perinatal period";"Rhode Island";2010;45;1052567;43
"Certain conditions originating in the perinatal period";"Rhode Island";2011;40;1051302;38
"Certain conditions originating in the perinatal period";"Rhode Island";2012;48;1050292;46
"Certain conditions originating in the perinatal period";"Rhode Island";2013;33;1051511;31
"Certain conditions originating in the perinatal period";"Rhode Island";2014;31;1055173;29
"Certain conditions originating in the perinatal period";"Rhode Island";2015;42;1056298;40
"Certain conditions originating in the perinatal period";"South Carolina";1999;319;3974682;80
"Certain conditions originating in the perinatal period";"South Carolina";2000;269;4012012;67
"Certain conditions originating in the perinatal period";"South Carolina";2001;269;4064995;66
"Certain conditions originating in the perinatal period";"South Carolina";2002;282;4107795;69
"Certain conditions originating in the perinatal period";"South Carolina";2003;269;4150297;65
"Certain conditions originating in the perinatal period";"South Carolina";2004;284;4210921;67
"Certain conditions originating in the perinatal period";"South Carolina";2005;291;4270150;68
"Certain conditions originating in the perinatal period";"South Carolina";2006;265;4357847;61
"Certain conditions originating in the perinatal period";"South Carolina";2007;283;4444110;64
"Certain conditions originating in the perinatal period";"South Carolina";2008;241;4528996;53
"Certain conditions originating in the perinatal period";"South Carolina";2009;209;4589872;46
"Certain conditions originating in the perinatal period";"South Carolina";2010;188;4625364;41
"Certain conditions originating in the perinatal period";"South Carolina";2011;208;4679230;44
"Certain conditions originating in the perinatal period";"South Carolina";2012;214;4723723;45
"Certain conditions originating in the perinatal period";"South Carolina";2013;200;4774839;42
"Certain conditions originating in the perinatal period";"South Carolina";2014;193;4832482;40
"Certain conditions originating in the perinatal period";"South Carolina";2015;206;4896146;42
"Certain conditions originating in the perinatal period";"South Dakota";1999;34;750412;45
"Certain conditions originating in the perinatal period";"South Dakota";2000;22;754844;29
"Certain conditions originating in the perinatal period";"South Dakota";2001;27;757972;36
"Certain conditions originating in the perinatal period";"South Dakota";2002;23;760020;30
"Certain conditions originating in the perinatal period";"South Dakota";2003;18;763729;24
"Certain conditions originating in the perinatal period";"South Dakota";2004;36;770396;47
"Certain conditions originating in the perinatal period";"South Dakota";2005;36;775493;46
"Certain conditions originating in the perinatal period";"South Dakota";2006;20;783033;26
"Certain conditions originating in the perinatal period";"South Dakota";2007;32;791623;40
"Certain conditions originating in the perinatal period";"South Dakota";2008;35;799124;44
"Certain conditions originating in the perinatal period";"South Dakota";2009;33;807067;41
"Certain conditions originating in the perinatal period";"South Dakota";2010;33;814180;41
"Certain conditions originating in the perinatal period";"South Dakota";2011;36;824082;44
"Certain conditions originating in the perinatal period";"South Dakota";2012;49;833354;59
"Certain conditions originating in the perinatal period";"South Dakota";2013;33;844877;39
"Certain conditions originating in the perinatal period";"South Dakota";2014;25;853175;29
"Certain conditions originating in the perinatal period";"South Dakota";2015;37;858469;43
"Certain conditions originating in the perinatal period";"Tennessee";1999;296;5638706;52
"Certain conditions originating in the perinatal period";"Tennessee";2000;369;5689283;65
"Certain conditions originating in the perinatal period";"Tennessee";2001;335;5750789;58
"Certain conditions originating in the perinatal period";"Tennessee";2002;341;5795918;59
"Certain conditions originating in the perinatal period";"Tennessee";2003;360;5847812;62
"Certain conditions originating in the perinatal period";"Tennessee";2004;333;5910809;56
"Certain conditions originating in the perinatal period";"Tennessee";2005;356;5991057;59
"Certain conditions originating in the perinatal period";"Tennessee";2006;373;6088766;61
"Certain conditions originating in the perinatal period";"Tennessee";2007;358;6175727;58
"Certain conditions originating in the perinatal period";"Tennessee";2008;314;6247411;50
"Certain conditions originating in the perinatal period";"Tennessee";2009;306;6306019;49
"Certain conditions originating in the perinatal period";"Tennessee";2010;254;6346105;40
"Certain conditions originating in the perinatal period";"Tennessee";2011;250;6403353;39
"Certain conditions originating in the perinatal period";"Tennessee";2012;248;6456243;38
"Certain conditions originating in the perinatal period";"Tennessee";2013;232;6495978;36
"Certain conditions originating in the perinatal period";"Tennessee";2014;258;6549352;39
"Certain conditions originating in the perinatal period";"Tennessee";2015;236;6600299;36
"Certain conditions originating in the perinatal period";"Texas";1999;1011;20558220;49
"Certain conditions originating in the perinatal period";"Texas";2000;865;20851820;41
"Certain conditions originating in the perinatal period";"Texas";2001;966;21319622;45
"Certain conditions originating in the perinatal period";"Texas";2002;1045;21690325;48
"Certain conditions originating in the perinatal period";"Texas";2003;1195;22030931;54
"Certain conditions originating in the perinatal period";"Texas";2004;1138;22394023;51
"Certain conditions originating in the perinatal period";"Texas";2005;1174;22778123;52
"Certain conditions originating in the perinatal period";"Texas";2006;1164;23359580;50
"Certain conditions originating in the perinatal period";"Texas";2007;1137;23831983;48
"Certain conditions originating in the perinatal period";"Texas";2008;1155;24309039;48
"Certain conditions originating in the perinatal period";"Texas";2009;1087;24801761;44
"Certain conditions originating in the perinatal period";"Texas";2010;1122;25145561;45
"Certain conditions originating in the perinatal period";"Texas";2011;1050;25674681;41
"Certain conditions originating in the perinatal period";"Texas";2012;1033;26059203;40
"Certain conditions originating in the perinatal period";"Texas";2013;1110;26448193;42
"Certain conditions originating in the perinatal period";"Texas";2014;1122;26956958;42
"Certain conditions originating in the perinatal period";"Texas";2015;1054;27469114;38
"Certain conditions originating in the perinatal period";"Utah";1999;88;2203482;40
"Certain conditions originating in the perinatal period";"Utah";2000;97;2233169;43
"Certain conditions originating in the perinatal period";"Utah";2001;97;2283715;42
"Certain conditions originating in the perinatal period";"Utah";2002;124;2324815;53
"Certain conditions originating in the perinatal period";"Utah";2003;114;2360137;48
"Certain conditions originating in the perinatal period";"Utah";2004;121;2401580;50
"Certain conditions originating in the perinatal period";"Utah";2005;96;2457719;39
"Certain conditions originating in the perinatal period";"Utah";2006;126;2525507;50
"Certain conditions originating in the perinatal period";"Utah";2007;109;2597746;42
"Certain conditions originating in the perinatal period";"Utah";2008;121;2663029;45
"Certain conditions originating in the perinatal period";"Utah";2009;142;2723421;52
"Certain conditions originating in the perinatal period";"Utah";2010;111;2763885;40
"Certain conditions originating in the perinatal period";"Utah";2011;132;2817222;47
"Certain conditions originating in the perinatal period";"Utah";2012;103;2855287;36
"Certain conditions originating in the perinatal period";"Utah";2013;124;2900872;43
"Certain conditions originating in the perinatal period";"Utah";2014;119;2942902;40
"Certain conditions originating in the perinatal period";"Utah";2015;106;2995919;35
"Certain conditions originating in the perinatal period";"Vermont";1999;17;604683;28
"Certain conditions originating in the perinatal period";"Vermont";2000;23;608827;38
"Certain conditions originating in the perinatal period";"Vermont";2001;20;612223;33
"Certain conditions originating in the perinatal period";"Vermont";2002;11;615442;18
"Certain conditions originating in the perinatal period";"Vermont";2003;21;617858;34
"Certain conditions originating in the perinatal period";"Vermont";2004;14;619920;23
"Certain conditions originating in the perinatal period";"Vermont";2005;20;621215;32
"Certain conditions originating in the perinatal period";"Vermont";2006;17;622892;27
"Certain conditions originating in the perinatal period";"Vermont";2007;15;623481;24
"Certain conditions originating in the perinatal period";"Vermont";2008;17;624151;27
"Certain conditions originating in the perinatal period";"Vermont";2009;19;624817;30
"Certain conditions originating in the perinatal period";"Vermont";2010;13;625741;21
"Certain conditions originating in the perinatal period";"Vermont";2011;13;626431;21
"Certain conditions originating in the perinatal period";"Vermont";2012;10;626011;16
"Certain conditions originating in the perinatal period";"Vermont";2013;10;626630;16
"Certain conditions originating in the perinatal period";"Vermont";2014;16;626562;26
"Certain conditions originating in the perinatal period";"Vermont";2015;12;626042;19
"Certain conditions originating in the perinatal period";"Virginia";1999;378;7000174;54
"Certain conditions originating in the perinatal period";"Virginia";2000;372;7078515;53
"Certain conditions originating in the perinatal period";"Virginia";2001;382;7198362;53
"Certain conditions originating in the perinatal period";"Virginia";2002;394;7286873;54
"Certain conditions originating in the perinatal period";"Virginia";2003;428;7366977;58
"Certain conditions originating in the perinatal period";"Virginia";2004;396;7475575;53
"Certain conditions originating in the perinatal period";"Virginia";2005;450;7577105;59
"Certain conditions originating in the perinatal period";"Virginia";2006;415;7673725;54
"Certain conditions originating in the perinatal period";"Virginia";2007;471;7751000;61
"Certain conditions originating in the perinatal period";"Virginia";2008;383;7833496;49
"Certain conditions originating in the perinatal period";"Virginia";2009;399;7925937;50
"Certain conditions originating in the perinatal period";"Virginia";2010;354;8001024;44
"Certain conditions originating in the perinatal period";"Virginia";2011;360;8096604;44
"Certain conditions originating in the perinatal period";"Virginia";2012;355;8185867;43
"Certain conditions originating in the perinatal period";"Virginia";2013;347;8260405;42
"Certain conditions originating in the perinatal period";"Virginia";2014;286;8326289;34
"Certain conditions originating in the perinatal period";"Virginia";2015;311;8382993;37
"Certain conditions originating in the perinatal period";"Washington";1999;177;5842564;30
"Certain conditions originating in the perinatal period";"Washington";2000;173;5894121;29
"Certain conditions originating in the perinatal period";"Washington";2001;203;5985722;34
"Certain conditions originating in the perinatal period";"Washington";2002;209;6052349;35
"Certain conditions originating in the perinatal period";"Washington";2003;207;6104115;34
"Certain conditions originating in the perinatal period";"Washington";2004;191;6178645;31
"Certain conditions originating in the perinatal period";"Washington";2005;176;6257305;28
"Certain conditions originating in the perinatal period";"Washington";2006;190;6370753;30
"Certain conditions originating in the perinatal period";"Washington";2007;174;6461587;27
"Certain conditions originating in the perinatal period";"Washington";2008;229;6562231;35
"Certain conditions originating in the perinatal period";"Washington";2009;183;6667426;27
"Certain conditions originating in the perinatal period";"Washington";2010;168;6724540;25
"Certain conditions originating in the perinatal period";"Washington";2011;180;6830038;26
"Certain conditions originating in the perinatal period";"Washington";2012;219;6897012;32
"Certain conditions originating in the perinatal period";"Washington";2013;195;6971406;28
"Certain conditions originating in the perinatal period";"Washington";2014;195;7061530;28
"Certain conditions originating in the perinatal period";"Washington";2015;198;7170351;28
"Certain conditions originating in the perinatal period";"West Virginia";1999;73;1811799;40
"Certain conditions originating in the perinatal period";"West Virginia";2000;73;1808344;40
"Certain conditions originating in the perinatal period";"West Virginia";2001;86;1801481;48
"Certain conditions originating in the perinatal period";"West Virginia";2002;92;1805414;51
"Certain conditions originating in the perinatal period";"West Virginia";2003;63;1812295;35
"Certain conditions originating in the perinatal period";"West Virginia";2004;78;1816438;43
"Certain conditions originating in the perinatal period";"West Virginia";2005;74;1820492;41
"Certain conditions originating in the perinatal period";"West Virginia";2006;59;1827912;32
"Certain conditions originating in the perinatal period";"West Virginia";2007;74;1834052;40
"Certain conditions originating in the perinatal period";"West Virginia";2008;66;1840310;36
"Certain conditions originating in the perinatal period";"West Virginia";2009;80;1847775;43
"Certain conditions originating in the perinatal period";"West Virginia";2010;63;1852994;34
"Certain conditions originating in the perinatal period";"West Virginia";2011;57;1855364;31
"Certain conditions originating in the perinatal period";"West Virginia";2012;71;1855413;38
"Certain conditions originating in the perinatal period";"West Virginia";2013;57;1854304;31
"Certain conditions originating in the perinatal period";"West Virginia";2014;65;1850326;35
"Certain conditions originating in the perinatal period";"West Virginia";2015;63;1844128;34
"Certain conditions originating in the perinatal period";"Wisconsin";1999;209;5332666;39
"Certain conditions originating in the perinatal period";"Wisconsin";2000;224;5363675;42
"Certain conditions originating in the perinatal period";"Wisconsin";2001;243;5406835;45
"Certain conditions originating in the perinatal period";"Wisconsin";2002;237;5445162;44
"Certain conditions originating in the perinatal period";"Wisconsin";2003;242;5479203;44
"Certain conditions originating in the perinatal period";"Wisconsin";2004;222;5514026;40
"Certain conditions originating in the perinatal period";"Wisconsin";2005;247;5546166;45
"Certain conditions originating in the perinatal period";"Wisconsin";2006;237;5577655;42
"Certain conditions originating in the perinatal period";"Wisconsin";2007;216;5610775;38
"Certain conditions originating in the perinatal period";"Wisconsin";2008;242;5640996;43
"Certain conditions originating in the perinatal period";"Wisconsin";2009;220;5669264;39
"Certain conditions originating in the perinatal period";"Wisconsin";2010;192;5686986;34
"Certain conditions originating in the perinatal period";"Wisconsin";2011;223;5711767;39
"Certain conditions originating in the perinatal period";"Wisconsin";2012;197;5726398;34
"Certain conditions originating in the perinatal period";"Wisconsin";2013;221;5742713;38
"Certain conditions originating in the perinatal period";"Wisconsin";2014;192;5757564;33
"Certain conditions originating in the perinatal period";"Wisconsin";2015;207;5771337;36
"Certain conditions originating in the perinatal period";"Wyoming";1999;18;491780;37
"Certain conditions originating in the perinatal period";"Wyoming";2000;22;493782;45
"Certain conditions originating in the perinatal period";"Wyoming";2001;16;494657;32
"Certain conditions originating in the perinatal period";"Wyoming";2002;16;500017;32
"Certain conditions originating in the perinatal period";"Wyoming";2003;17;503453;34
"Certain conditions originating in the perinatal period";"Wyoming";2004;27;509106;53
"Certain conditions originating in the perinatal period";"Wyoming";2005;18;514157;35
"Certain conditions originating in the perinatal period";"Wyoming";2006;20;522667;38
"Certain conditions originating in the perinatal period";"Wyoming";2007;22;534876;41
"Certain conditions originating in the perinatal period";"Wyoming";2008;30;546043;55
"Certain conditions originating in the perinatal period";"Wyoming";2009;21;559851;38
"Certain conditions originating in the perinatal period";"Wyoming";2010;20;563626;35
"Certain conditions originating in the perinatal period";"Wyoming";2011;16;568158;28
"Certain conditions originating in the perinatal period";"Wyoming";2012;17;576412;29
"Certain conditions originating in the perinatal period";"Wyoming";2013;18;582658;31
"Certain conditions originating in the perinatal period";"Wyoming";2014;23;584153;39
"Certain conditions originating in the perinatal period";"Wyoming";2015;17;586107;29
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";1999;180;4430141;41
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2000;174;4447100;39
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2001;175;4467634;39
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2002;168;4480089;37
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2003;167;4503491;37
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2004;183;4530729;40
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2005;177;4569805;39
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2006;170;4628981;37
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2007;187;4672840;40
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2008;172;4718206;36
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2009;153;4757938;32
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2010;158;4779736;33
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2011;158;4802740;33
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2012;157;4822023;33
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2013;157;4833722;32
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2014;168;4849377;35
"Congenital malformations, deformations and chromosomal abnormalities";"Alabama";2015;162;4858979;33
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";1999;26;624779;42
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2000;22;626932;35
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2001;25;633714;39
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2002;29;642337;45
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2003;17;648414;26
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2004;27;659286;41
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2005;29;666946;43
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2006;21;675302;31
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2007;26;680300;38
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2008;23;687455;33
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2009;20;698895;29
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2010;24;710231;34
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2011;19;722718;26
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2012;17;731449;23
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2013;28;735132;38
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2014;20;736732;27
"Congenital malformations, deformations and chromosomal abnormalities";"Alaska";2015;28;738432;38
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";1999;212;5023823;42
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2000;204;5130632;40
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2001;221;5273477;42
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2002;195;5396255;36
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2003;212;5510364;38
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2004;245;5652404;43
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2005;239;5839077;41
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2006;249;6029141;41
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2007;246;6167681;40
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2008;241;6280362;38
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2009;213;6343154;34
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2010;214;6392017;33
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2011;202;6482505;31
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2012;242;6553255;37
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2013;219;6626624;33
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2014;246;6731484;37
"Congenital malformations, deformations and chromosomal abnormalities";"Arizona";2015;239;6828065;35
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";1999;97;2651860;37
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2000;113;2673400;42
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2001;114;2691571;42
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2002;105;2705927;39
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2003;109;2724816;40
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2004;140;2749686;51
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2005;102;2781097;37
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2006;117;2821761;41
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2007;93;2848650;33
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2008;107;2874554;37
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2009;110;2896843;38
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2010;113;2915918;39
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2011;105;2937979;36
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2012;106;2949131;36
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2013;106;2959373;36
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2014;136;2966369;46
"Congenital malformations, deformations and chromosomal abnormalities";"Arkansas";2015;108;2978204;36
"Congenital malformations, deformations and chromosomal abnormalities";"California";1999;1258;33499204;38
"Congenital malformations, deformations and chromosomal abnormalities";"California";2000;1265;33871648;37
"Congenital malformations, deformations and chromosomal abnormalities";"California";2001;1282;34479458;37
"Congenital malformations, deformations and chromosomal abnormalities";"California";2002;1304;34871843;37
"Congenital malformations, deformations and chromosomal abnormalities";"California";2003;1267;35253159;36
"Congenital malformations, deformations and chromosomal abnormalities";"California";2004;1292;35574576;36
"Congenital malformations, deformations and chromosomal abnormalities";"California";2005;1260;35827943;35
"Congenital malformations, deformations and chromosomal abnormalities";"California";2006;1300;36021202;36
"Congenital malformations, deformations and chromosomal abnormalities";"California";2007;1285;36250311;35
"Congenital malformations, deformations and chromosomal abnormalities";"California";2008;1265;36604337;35
"Congenital malformations, deformations and chromosomal abnormalities";"California";2009;1211;36961229;33
"Congenital malformations, deformations and chromosomal abnormalities";"California";2010;1107;37253956;30
"Congenital malformations, deformations and chromosomal abnormalities";"California";2011;1151;37691912;31
"Congenital malformations, deformations and chromosomal abnormalities";"California";2012;1133;38041430;30
"Congenital malformations, deformations and chromosomal abnormalities";"California";2013;1044;38332521;27
"Congenital malformations, deformations and chromosomal abnormalities";"California";2014;1034;38802500;27
"Congenital malformations, deformations and chromosomal abnormalities";"California";2015;1113;39144818;28
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";1999;171;4226018;40
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2000;158;4301261;37
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2001;143;4425687;32
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2002;157;4490406;35
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2003;147;4528732;32
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2004;170;4575013;37
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2005;186;4631888;40
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2006;169;4720423;36
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2007;181;4803868;38
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2008;180;4889730;37
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2009;172;4972195;35
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2010;164;5029196;33
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2011;153;5116796;30
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2012;129;5187582;25
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2013;152;5268367;29
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2014;155;5355866;29
"Congenital malformations, deformations and chromosomal abnormalities";"Colorado";2015;141;5456574;26
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";1999;110;3386401;32
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2000;97;3405565;28
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2001;77;3432835;22
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2002;104;3458749;30
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2003;84;3484336;24
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2004;87;3496094;25
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2005;73;3506956;21
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2006;86;3517460;24
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2007;88;3527270;25
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2008;91;3545579;26
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2009;72;3561807;20
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2010;61;3574097;17
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2011;73;3580709;20
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2012;78;3590347;22
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2013;68;3596080;19
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2014;76;3596677;21
"Congenital malformations, deformations and chromosomal abnormalities";"Connecticut";2015;71;3590886;20
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";1999;28;774990;36
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2000;22;783600;28
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2001;27;795699;34
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2002;29;806169;36
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2003;24;818003;29
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2004;30;830803;36
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2005;17;845150;20
"Congenital malformations, deformations and chromosomal abnormalities";"Delaware";2006;29;859268;34
